graph_id,graph_edge_list,node_labels
3832,"[[7, 6], [7, 4], [3, 1], [3, 6], [5, 2], [5, 9], [8, 4], [8, 9], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'N', 'C', 'C', 'C', 'N', 'N', 'N']"
38434,"[[7, 6], [3, 2], [3, 6], [3, 4], [5, 2], [5, 9], [8, 0], [1, 0], [1, 2], [0, 4]]","['C', 'O', 'C', 'C', 'O', 'C', 'C', 'C', 'O', 'O']"
3882,"[[7, 4], [7, 9], [3, 5], [3, 1], [5, 2], [8, 4], [8, 9], [6, 4], [1, 0], [1, 2], [1, 4]]","['O', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C']"
3893,"[[7, 5], [7, 8], [3, 5], [3, 1], [5, 4], [8, 6], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['Br', 'C', 'C', 'C', 'N', 'N', 'C', 'C', 'C', 'O']"
3894,"[[7, 8], [7, 4], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'N', 'C', 'N', 'C', 'C', 'C', 'C', 'O']"
38963,"[[7, 3], [7, 6], [3, 8], [3, 2], [5, 6], [5, 4], [8, 0], [1, 0], [1, 2], [9, 4], [4, 2]]","['C', 'N', 'C', 'C', 'C', 'N', 'N', 'C', 'N', 'N']"
38969,"[[7, 3], [7, 6], [3, 8], [3, 2], [5, 6], [5, 4], [8, 0], [1, 0], [1, 2], [9, 4], [4, 2]]","['N', 'N', 'C', 'C', 'C', 'N', 'N', 'C', 'N', 'N']"
39,"[[7, 5], [3, 0], [5, 2], [6, 4], [1, 0], [1, 4], [0, 2]]","['N', 'C', 'C', 'C', 'C', 'C', 'Cl', 'Cl']"
39054,"[[7, 1], [3, 4], [3, 2], [5, 6], [5, 2], [1, 0], [1, 2], [0, 4]]","['O', 'C', 'C', 'N', 'C', 'C', 'N', 'N']"
3936,"[[3, 5], [3, 1], [5, 4], [1, 0], [1, 2], [4, 2]]","['Br', 'C', 'C', 'N', 'S', 'N']"
3937,"[[7, 3], [7, 9], [3, 0], [3, 6], [5, 4], [5, 2], [8, 6], [8, 9], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'N', 'C', 'S', 'N', 'C', 'S', 'N', 'N']"
39370,"[[7, 0], [3, 0], [3, 5], [3, 6], [3, 2], [8, 0], [1, 0], [1, 2], [4, 2]]","['C', 'N', 'N', 'C', 'O', 'C', 'C', 'C', 'C']"
39372,"[[7, 0], [3, 0], [3, 8], [3, 4], [3, 2], [5, 1], [6, 2], [1, 0], [1, 2], [9, 0]]","['C', 'N', 'N', 'C', 'C', 'O', 'O', 'C', 'O', 'C']"
39373,"[[7, 1], [3, 0], [3, 2], [3, 9], [5, 0], [8, 2], [6, 1], [1, 0], [1, 2], [0, 4]]","['C', 'C', 'N', 'N', 'C', 'C', 'C', 'C', 'O', 'O']"
3939,"[[7, 5], [7, 6], [3, 1], [3, 6], [5, 2], [8, 6], [1, 0], [1, 2], [4, 2]]","['N', 'C', 'C', 'N', 'F', 'C', 'C', 'N', 'O']"
3944,"[[7, 5], [7, 4], [3, 5], [3, 1], [6, 4], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'O', 'C', 'S', 'C', 'O', 'O']"
3969,"[[7, 8], [7, 4], [7, 9], [3, 5], [3, 6], [3, 2], [8, 6], [1, 0], [0, 2], [4, 2]]","['N', 'O', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C']"
39958,"[[7, 6], [3, 5], [3, 2], [5, 6], [8, 6], [6, 4], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'C', 'C', 'O', 'O', 'C', 'C', 'C']"
39961,"[[7, 3], [7, 8], [7, 9], [3, 4], [3, 2], [5, 4], [6, 2], [1, 0], [1, 2], [0, 4]]","['C', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'C', 'O']"
39968,"[[7, 2], [7, 6], [7, 9], [3, 4], [3, 2], [5, 1], [5, 6], [8, 0], [1, 0], [1, 2], [0, 4]]","['C', 'C', 'C', 'C', 'O', 'C', 'O', 'C', 'O', 'O']"
4,"[[7, 3], [3, 1], [3, 8], [3, 9], [5, 2], [6, 2], [1, 0], [0, 2], [4, 2]]","['C', 'C', 'S', 'S', 'O', 'O', 'O', 'O', 'O', 'O']"
40,"[[0, 3], [0, 1], [0, 2]]","['S', 'C', 'C', 'O']"
40198,"[[7, 8], [7, 6], [3, 2], [3, 6], [3, 4], [5, 0], [5, 4], [5, 9], [8, 4], [1, 0], [1, 2]]","['C', 'C', 'C', 'C', 'C', 'C', 'N', 'N', 'C', 'Cl']"
402,"[[7, 5], [3, 0], [5, 2], [6, 4], [1, 0], [1, 4], [0, 2]]","['C', 'N', 'N', 'N', 'C', 'C', 'N', 'N']"
40403,"[[7, 2], [7, 8], [7, 9], [3, 4], [3, 2], [5, 6], [5, 4], [1, 0], [1, 2], [0, 4]]","['C', 'C', 'N', 'O', 'C', 'O', 'C', 'N', 'C', 'C']"
40757,"[[7, 0], [7, 1], [3, 1], [3, 8], [5, 4], [6, 4], [9, 2], [0, 4], [0, 2]]","['C', 'C', 'C', 'C', 'C', 'O', 'O', 'N', 'C', 'S']"
408,"[[7, 5], [7, 8], [7, 6], [3, 5], [3, 2], [8, 9], [6, 4], [1, 0], [0, 2], [4, 2]]","['C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'C']"
412,"[[7, 2], [3, 1], [5, 1], [8, 2], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'S', 'O', 'O', 'O', 'O', 'O', 'O']"
4141,"[[7, 5], [7, 8], [3, 0], [3, 5], [3, 6], [3, 4], [8, 6], [1, 0], [0, 2]]","['C', 'O', 'O', 'C', 'N', 'C', 'C', 'S', 'S']"
4142,"[[7, 3], [7, 8], [3, 0], [5, 1], [5, 8], [6, 4], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'N', 'N', 'C', 'N', 'C', 'N', 'C', 'C']"
41420,"[[7, 1], [7, 2], [3, 4], [3, 2], [5, 6], [5, 4], [6, 0], [1, 0]]","['C', 'C', 'S', 'C', 'C', 'S', 'S', 'S']"
4177,"[[7, 3], [3, 0], [5, 2], [8, 4], [6, 2], [1, 0], [1, 4], [9, 4], [0, 2]]","['C', 'N', 'C', 'C', 'C', 'O', 'O', 'S', 'C', 'O']"
4190,"[[7, 4], [7, 9], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['S', 'C', 'C', 'S', 'C', 'C', 'S', 'C', 'C', 'C']"
4200,"[[0, 3], [0, 1], [0, 2]]","['C', 'C', 'O', 'O']"
42160,"[[7, 8], [7, 6], [3, 0], [5, 0], [5, 6], [5, 4], [8, 4], [1, 0], [0, 2]]","['Pt', 'Cl', 'N', 'Cl', 'C', 'N', 'C', 'C', 'S']"
42165,"[[7, 8], [7, 6], [3, 0], [5, 6], [5, 4], [8, 4], [6, 0], [1, 0], [0, 2]]","['Pt', 'N', 'Cl', 'Cl', 'S', 'C', 'N', 'C', 'C']"
42363,"[[7, 5], [3, 0], [3, 4], [3, 2], [5, 6], [8, 2], [6, 1], [6, 9], [1, 0], [1, 2]]","['O', 'C', 'C', 'C', 'O', 'C', 'C', 'O', 'C', 'O']"
4241,"[[7, 3], [7, 4], [3, 1], [3, 6], [5, 2], [5, 9], [8, 4], [8, 9], [1, 0], [1, 2], [4, 2]]","['N', 'N', 'C', 'C', 'N', 'N', 'S', 'N', 'C', 'N']"
4249,"[[3, 1], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'S']"
425,"[[3, 0], [5, 1], [1, 0], [0, 4], [0, 2]]","['S', 'C', 'O', 'O', 'O', 'C']"
4256,"[[7, 6], [7, 4], [3, 5], [3, 6], [3, 2], [1, 0], [0, 2], [4, 2]]","['C', 'C', 'N', 'C', 'C', 'O', 'C', 'C']"
428,"[[7, 5], [7, 8], [7, 6], [7, 9], [3, 5], [3, 1], [6, 4], [1, 0], [1, 2], [1, 4]]","['C', 'C', 'C', 'S', 'S', 'S', 'S', 'C', 'C', 'C']"
4303,"[[7, 5], [7, 8], [3, 5], [3, 1], [5, 4], [8, 6], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['Br', 'C', 'C', 'C', 'N', 'N', 'C', 'C', 'C', 'Br']"
4329,"[[3, 0], [5, 1], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'O', 'O', 'O', 'O']"
4343,"[[7, 5], [7, 9], [3, 5], [3, 6], [3, 1], [5, 4], [8, 6], [8, 9], [1, 0], [1, 2], [1, 4]]","['O', 'S', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'C']"
4445,"[[7, 5], [7, 6], [3, 5], [3, 2], [6, 4], [1, 0], [0, 2], [4, 2]]","['C', 'C', 'C', 'C', 'N', 'C', 'C', 'C']"
4492,"[[7, 6], [3, 1], [5, 1], [8, 6], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'C', 'O', 'O']"
45,"[[7, 3], [7, 8], [3, 0], [5, 1], [5, 8], [6, 4], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'N', 'C', 'C', 'N', 'C', 'N', 'C', 'C']"
450,"[[7, 5], [7, 9], [3, 0], [3, 5], [3, 6], [8, 6], [8, 9], [1, 0], [1, 4], [0, 2]]","['C', 'N', 'O', 'C', 'N', 'C', 'C', 'C', 'C', 'N']"
4510,"[[7, 5], [3, 1], [3, 6], [5, 2], [5, 8], [5, 9], [1, 0], [1, 4], [0, 2]]","['O', 'C', 'C', 'C', 'O', 'S', 'Br', 'O', 'O', 'O']"
4511,"[[7, 3], [7, 4], [3, 0], [5, 1], [5, 6], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'N', 'C', 'N', 'N', 'C', 'C', 'N']"
4549,"[[7, 4], [7, 9], [3, 1], [3, 6], [5, 2], [5, 8], [5, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'O', 'C']"
4590,"[[7, 1], [7, 8], [7, 6], [7, 2], [3, 0], [3, 5], [3, 4], [5, 1], [5, 6], [8, 9], [6, 4], [1, 0], [0, 2], [4, 2]]","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O']"
4613,"[[7, 3], [7, 4], [3, 1], [5, 6], [5, 2], [8, 4], [6, 2], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'C', 'N', 'C', 'C', 'C', 'O', 'O']"
4618,"[[3, 5], [3, 1], [5, 4], [6, 4], [1, 0], [1, 2], [4, 2]]","['N', 'C', 'C', 'C', 'C', 'N', 'O']"
462,"[[7, 2], [3, 1], [5, 1], [8, 6], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'C', 'N', 'C']"
4633,"[[7, 5], [7, 9], [3, 1], [5, 2], [8, 6], [8, 9], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'C', 'O', 'O', 'C', 'C', 'C', 'C', 'C']"
4686,"[[7, 4], [7, 9], [3, 1], [3, 6], [3, 4], [5, 8], [5, 2], [8, 9], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C']"
474,"[[7, 5], [7, 4], [3, 5], [3, 1], [5, 8], [6, 4], [1, 0], [1, 2], [4, 2]]","['C', 'N', 'B', 'B', 'N', 'N', 'C', 'B', 'C']"
4821,"[[7, 2], [3, 1], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['N', 'C', 'C', 'C', 'C', 'C', 'C', 'O']"
485,"[[7, 6], [3, 1], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'N', 'C']"
4852,"[[7, 3], [7, 6], [3, 0], [3, 6], [5, 1], [5, 8], [5, 9], [8, 9], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'O', 'C', 'O', 'C', 'C', 'O', 'C', 'O']"
487,"[[7, 4], [3, 0], [3, 6], [5, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'S', 'S', 'S', 'C', 'C', 'C']"
4962,"[[7, 3], [7, 5], [3, 1], [3, 6], [5, 2], [1, 0], [1, 2], [4, 2]]","['Cl', 'C', 'C', 'C', 'Cl', 'S', 'O', 'S']"
4967,"[[7, 3], [3, 1], [3, 8], [3, 6], [5, 4], [5, 2], [6, 9], [1, 0], [0, 2], [4, 2]]","['C', 'C', 'N', 'S', 'C', 'C', 'C', 'O', 'O', 'C']"
5014,"[[7, 5], [7, 4], [3, 5], [3, 1], [5, 8], [6, 4], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'O']"
5039,"[[7, 8], [7, 2], [3, 0], [5, 1], [6, 1], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'O', 'C', 'C']"
5047,"[[7, 4], [7, 9], [3, 5], [3, 1], [5, 6], [8, 6], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['Cl', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'N', 'S']"
5056,"[[7, 3], [3, 1], [3, 8], [3, 6], [5, 2], [6, 2], [6, 9], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O']"
5066,"[[7, 3], [7, 4], [3, 0], [5, 1], [5, 6], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'N', 'N', 'N', 'C', 'N', 'N', 'C']"
51,"[[7, 5], [7, 8], [3, 0], [3, 5], [3, 6], [3, 4], [8, 6], [1, 0], [0, 2]]","['C', 'O', 'O', 'C', 'N', 'C', 'C', 'C', 'C']"
5256,"[[7, 5], [7, 4], [3, 5], [3, 1], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'O', 'C', 'C', 'S', 'O', 'C']"
526,"[[7, 8], [7, 6], [7, 4], [3, 0], [3, 2], [5, 1], [5, 4], [8, 6], [6, 2], [1, 0], [1, 4], [0, 2]]","['Si', 'Si', 'Si', 'O', 'Si', 'O', 'Si', 'Si', 'O']"
5297,"[[7, 6], [7, 4], [3, 5], [3, 6], [3, 2], [5, 8], [1, 0], [0, 2], [4, 2]]","['C', 'N', 'C', 'C', 'C', 'C', 'S', 'C', 'N']"
53,"[[7, 5], [7, 9], [3, 1], [3, 6], [5, 2], [8, 6], [1, 0], [1, 4], [0, 2]]","['S', 'C', 'C', 'O', 'S', 'C', 'C', 'S', 'C', 'C']"
5327,"[[9, 6], [3, 0], [1, 0], [8, 6], [6, 7], [6, 5], [5, 2], [0, 4], [0, 2]]","['N', 'B', 'C', 'C', 'C', 'C', 'N', 'B', 'C', 'C']"
5403,"[[7, 3], [3, 1], [3, 8], [5, 2], [5, 9], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'N', 'C', 'N', 'N', 'O', 'O', 'O', 'O']"
5418,"[[7, 3], [7, 6], [3, 0], [3, 8], [5, 1], [5, 2], [8, 4], [6, 4], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'C']"
5424,"[[7, 4], [7, 9], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'C', 'N', 'C', 'N', 'O', 'N', 'C', 'C']"
5460,"[[0, 3], [0, 1], [0, 2]]","['C', 'O', 'O', 'O']"
5496,"[[7, 3], [7, 8], [3, 1], [3, 6], [5, 8], [5, 2], [1, 0], [1, 2], [4, 2]]","['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S']"
55,"[[3, 0], [3, 5], [3, 4], [5, 4], [1, 0], [0, 2]]","['C', 'O', 'O', 'C', 'C', 'C']"
5500,"[[7, 4], [7, 9], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'S', 'C', 'C', 'S', 'C', 'C', 'C']"
5521,"[[7, 4], [7, 9], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'N', 'C', 'O', 'C', 'C', 'N', 'N', 'C', 'C']"
5580,"[[7, 5], [3, 5], [3, 1], [5, 6], [8, 6], [6, 4], [1, 0], [1, 2], [1, 4]]","['O', 'S', 'O', 'C', 'C', 'C', 'C', 'N', 'O']"
5594,"[[7, 5], [3, 5], [3, 1], [8, 6], [6, 4], [1, 0], [0, 2], [4, 2]]","['S', 'C', 'S', 'C', 'C', 'N', 'C', 'C', 'N']"
5650,"[[7, 4], [3, 5], [3, 6], [3, 2], [8, 4], [8, 9], [6, 9], [1, 0], [0, 2], [4, 2]]","['N', 'O', 'C', 'C', 'C', 'N', 'N', 'N', 'N', 'C']"
5676,"[[7, 5], [7, 9], [3, 5], [3, 1], [5, 4], [8, 6], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['N', 'N', 'N', 'N', 'C', 'C', 'C', 'C', 'C', 'C']"
5726,"[[0, 1], [0, 2]]","['Cu', 'Cl', 'Cl']"
576,"[[7, 5], [7, 8], [3, 0], [3, 5], [3, 4], [8, 6], [6, 4], [1, 0], [0, 2]]","['C', 'S', 'S', 'N', 'C', 'C', 'C', 'C', 'N']"
58,"[[7, 8], [7, 4], [3, 5], [3, 6], [3, 1], [1, 0], [0, 2], [4, 2]]","['C', 'O', 'C', 'C', 'C', 'S', 'S', 'C', 'C']"
6001,"[[7, 5], [7, 8], [3, 1], [3, 4], [5, 2], [8, 6], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C']"
6035,"[[7, 6], [3, 1], [5, 1], [8, 6], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'S', 'C', 'C']"
606,"[[3, 1], [3, 4], [5, 4], [1, 0], [1, 2], [4, 2]]","['N', 'C', 'N', 'N', 'C', 'N']"
6073,"[[0, 3], [0, 1], [0, 2]]","['N', 'O', 'O', 'O']"
6074,"[[0, 3], [0, 1], [0, 2]]","['Ho', 'Cl', 'Cl', 'Cl']"
61,"[[7, 5], [7, 6], [7, 4], [3, 0], [3, 6], [5, 2], [1, 0], [1, 4], [0, 2]]","['S', 'C', 'C', 'C', 'C', 'C', 'C', 'S']"
6152,"[[3, 5], [3, 1], [5, 4], [6, 4], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'C', 'S', 'C', 'S', 'C']"
6153,"[[7, 5], [7, 6], [3, 0], [3, 5], [3, 4], [6, 4], [1, 0], [0, 2]]","['C', 'O', 'O', 'C', 'C', 'S', 'C', 'S']"
6226,"[[7, 3], [7, 8], [3, 5], [3, 6], [3, 1], [5, 6], [8, 4], [1, 0], [1, 2], [1, 4]]","['Cl', 'Pd', 'Cl', 'N', 'N', 'C', 'C', 'C', 'C']"
6261,"[[7, 5], [7, 6], [3, 1], [3, 6], [5, 2], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'N', 'N', 'C', 'C', 'C', 'C']"
6263,"[[7, 5], [7, 8], [7, 6], [3, 5], [3, 2], [6, 4], [1, 0], [0, 2], [4, 2]]","['C', 'C', 'N', 'C', 'C', 'C', 'N', 'C', 'O']"
6264,"[[7, 5], [7, 4], [3, 5], [3, 1], [6, 4], [1, 0], [1, 2], [4, 2]]","['S', 'C', 'N', 'C', 'C', 'C', 'S', 'N']"
6286,"[[3, 5], [3, 2], [5, 6], [6, 4], [1, 0], [0, 2], [4, 2]]","['C', 'N', 'C', 'N', 'N', 'C', 'C']"
634,"[[7, 3], [7, 5], [3, 1], [3, 6], [5, 2], [1, 0], [1, 2], [4, 2]]","['C', 'N', 'C', 'C', 'O', 'C', 'S', 'S']"
6395,"[[7, 5], [7, 8], [7, 6], [3, 5], [3, 2], [6, 4], [1, 0], [0, 2], [4, 2]]","['N', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl']"
64,"[[7, 2], [3, 0], [3, 9], [5, 1], [8, 2], [6, 1], [1, 0], [0, 4], [0, 2]]","['C', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'C']"
6447,"[[7, 3], [3, 1], [3, 6], [5, 2], [5, 9], [8, 4], [8, 9], [1, 0], [0, 2], [4, 2]]","['N', 'N', 'C', 'C', 'C', 'C', 'N', 'O', 'S', 'S']"
6448,"[[7, 3], [3, 1], [3, 6], [5, 2], [5, 9], [8, 4], [8, 9], [1, 0], [0, 2], [4, 2]]","['N', 'N', 'C', 'C', 'C', 'C', 'N', 'S', 'S', 'S']"
645,"[[0, 3], [0, 1], [0, 2]]","['N', 'O', 'O', 'O']"
6496,"[[3, 5], [3, 1], [5, 4], [1, 0], [1, 2], [4, 2]]","['S', 'C', 'N', 'O', 'C', 'C']"
6578,"[[7, 5], [7, 8], [3, 0], [3, 5], [3, 6], [3, 4], [8, 6], [1, 0], [0, 2]]","['C', 'O', 'O', 'C', 'N', 'C', 'C', 'S', 'S']"
6613,"[[7, 3], [7, 5], [3, 1], [5, 2], [5, 9], [8, 6], [8, 4], [6, 2], [1, 0], [1, 2], [1, 4]]","['C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']"
6615,"[[7, 3], [7, 5], [3, 1], [5, 2], [5, 9], [8, 6], [8, 4], [6, 2], [1, 0], [1, 2], [1, 4]]","['C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']"
6669,"[[3, 5], [3, 1], [5, 4], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'N', 'S', 'C', 'S', 'O']"
6700,"[[7, 5], [3, 0], [3, 5], [3, 6], [5, 8], [8, 9], [6, 9], [1, 0], [1, 4], [0, 2]]","['C', 'N', 'O', 'C', 'N', 'C', 'N', 'C', 'N', 'O']"
6732,"[[7, 2], [3, 0], [5, 1], [8, 2], [6, 1], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'N', 'O', 'O', 'O', 'C', 'C']"
6785,"[[7, 2], [3, 0], [5, 1], [8, 2], [6, 1], [1, 0], [1, 4], [9, 2], [0, 2]]","['C', 'S', 'S', 'I', 'O', 'O', 'O', 'O', 'O', 'O']"
6800,"[[3, 1], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'N', 'O', 'O', 'O', 'C']"
6850,"[[7, 2], [3, 0], [5, 1], [8, 2], [6, 1], [1, 0], [1, 4], [9, 2], [0, 2]]","['C', 'Si', 'Si', 'C', 'C', 'C', 'C', 'C', 'C', 'C']"
6896,"[[7, 4], [3, 5], [3, 6], [3, 2], [8, 6], [8, 4], [1, 0], [0, 2], [4, 2]]","['N', 'O', 'C', 'C', 'C', 'N', 'N', 'O', 'N']"
6897,"[[7, 4], [3, 5], [3, 6], [3, 2], [8, 6], [8, 4], [6, 9], [1, 0], [0, 2], [4, 2]]","['N', 'O', 'C', 'C', 'C', 'N', 'N', 'C', 'N', 'C']"
6963,"[[7, 4], [7, 9], [3, 5], [3, 1], [5, 6], [8, 6], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['Br', 'C', 'C', 'C', 'C', 'N', 'C', 'N', 'N', 'N']"
7022,"[[7, 4], [3, 5], [3, 6], [3, 2], [8, 4], [8, 9], [6, 9], [1, 0], [0, 2], [4, 2]]","['N', 'O', 'C', 'C', 'C', 'N', 'C', 'N', 'N', 'C']"
7124,"[[7, 3], [7, 4], [3, 0], [5, 1], [5, 6], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'N', 'C', 'C', 'C', 'C', 'O', 'S']"
717,"[[0, 3], [0, 1], [0, 2]]","['C', 'O', 'O', 'O']"
7190,"[[7, 5], [7, 6], [7, 9], [3, 1], [3, 6], [5, 2], [8, 6], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'C', 'N', 'O', 'N', 'C', 'C', 'O', 'C']"
7216,"[[7, 5], [7, 6], [3, 1], [3, 6], [5, 2], [1, 0], [1, 2], [4, 2]]","['N', 'C', 'C', 'C', 'O', 'N', 'C', 'C']"
7319,"[[7, 4], [3, 5], [3, 6], [3, 2], [8, 4], [8, 9], [6, 9], [1, 0], [0, 2], [4, 2]]","['N', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']"
7339,"[[7, 8], [7, 4], [3, 1], [3, 6], [5, 8], [5, 2], [8, 6], [8, 9], [1, 0], [1, 2], [1, 4]]","['C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C']"
7410,"[[3, 5], [3, 1], [5, 4], [6, 4], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'C', 'S', 'C', 'S', 'C']"
7413,"[[3, 0], [5, 0], [6, 0], [1, 0], [0, 4], [0, 2]]","['Ru', 'Cl', 'Cl', 'Cl', 'N', 'N', 'N']"
7468,"[[7, 3], [7, 5], [3, 1], [5, 2], [8, 4], [8, 9], [6, 2], [6, 9], [1, 0], [1, 2], [1, 4]]","['Cl', 'Pt', 'S', 'N', 'N', 'C', 'S', 'C', 'C', 'C']"
7469,"[[7, 3], [7, 5], [3, 1], [5, 2], [8, 4], [8, 9], [6, 2], [6, 9], [1, 0], [1, 2], [1, 4]]","['Cl', 'Pd', 'S', 'N', 'N', 'C', 'S', 'C', 'C', 'C']"
7512,"[[7, 8], [7, 6], [3, 0], [5, 2], [6, 4], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'O', 'O', 'O', 'C', 'C', 'C', 'C']"
7544,"[[7, 3], [7, 8], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'C', 'Br', 'C', 'Br', 'C', 'C', 'O']"
7567,"[[7, 5], [7, 8], [7, 6], [3, 5], [3, 1], [6, 4], [1, 0], [1, 2], [1, 4]]","['C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'O']"
7574,"[[3, 0], [3, 6], [5, 4], [5, 2], [6, 4], [1, 0], [1, 4], [0, 2]]","['C', 'O', 'C', 'C', 'C', 'O', 'O']"
770,"[[7, 5], [7, 6], [3, 5], [3, 2], [6, 4], [1, 0], [0, 2], [4, 2]]","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'N']"
7763,"[[7, 5], [7, 8], [3, 5], [3, 1], [5, 4], [8, 6], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'O', 'O', 'C', 'C', 'C', 'C', 'S']"
7764,"[[7, 5], [7, 8], [3, 5], [3, 1], [5, 4], [8, 6], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'S', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'O']"
7795,"[[3, 0], [5, 1], [6, 2], [1, 0], [0, 4], [0, 2]]","['Sn', 'C', 'C', 'Cl', 'Cl', 'C', 'C']"
78,"[[7, 6], [7, 4], [3, 1], [3, 6], [5, 2], [5, 9], [8, 4], [8, 9], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'N', 'C', 'C', 'C', 'N', 'N', 'N']"
7869,"[[7, 8], [7, 4], [3, 5], [3, 6], [3, 2], [8, 6], [8, 9], [1, 0], [0, 2], [4, 2]]","['N', 'O', 'C', 'C', 'C', 'O', 'N', 'N', 'C', 'O']"
7895,"[[7, 5], [7, 9], [3, 5], [3, 6], [3, 1], [5, 4], [8, 6], [8, 9], [1, 0], [1, 2], [1, 4]]","['O', 'S', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'C']"
